id,label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swap_in_per_week,swap_out_per_week,swap_rate,lp_avg,lp_std,lp_creator_holding_ratio,lp_lock_ratio,token_burn_ratio,token_creator_holding_ratio,number_of_token_creation_of_creator
0xfb6dd88fc7ed09ed21dc45179cd8cccd5abd976c,True,0.5798502053636144,0.5798502053636144,0.002849002849002849,0.9943019943019943,0.002849002849002849,0.0,0.035036556313152056,0.6847234772766687,113.65064025126843,88.71708142063301,1.2727272727272727,100.0,0.0,0.99,0.01,0.042965899,3.49e-18,1
0xc327de42de1ce6eb0adcdb04c266be92a173528d,True,0.6746400915582981,0.0,0.007874015748031496,0.9921259842519685,0.0,0.0,0.03197361473954155,0.0,47.22480640908087,37.77984512726469,1.2280701754385965,100.0,0.0,0.99,0.01,0.475002493,0.035664762,1
0x1b84fa25886e6d164e3b8853d6604b9e9030c220,True,0.6985334032482727,0.0,0.002421307506053269,0.9975786924939467,0.0,0.0,0.015029845142406155,0.0,197.6849531192612,90.11080901902719,2.1769230769230767,100.0,0.0,0.99,0.01,0.69297,-4.4e-17,1
0x4c1da0095e46bf50879b6a4bc5508c64a1c5fa18,True,0.8660277420990002,0.8660277420990002,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0545526447985806,0.13490663844978143,12.990416131485004,11.258360647287004,1.0714285714285714,100.0,0.0,0.99,0.01,0.5,3.52e-17,1
0x967e9d70af74085fc0d8fbd93f4b8ceed0afba9a,True,0.9338362791071118,1.8676725582142235,0.045454545454545456,0.8636363636363636,0.09090909090909091,0.0,0.1445707218034585,0.7028774124291148,7.470690232856894,10.27219907017823,0.6666666666666666,100.0,0.0,0.99,0.01,0.4,-1e-11,1
0x6da434fb83832c514d1fbae7c4ecf2d3e1d9a53f,True,0.970798982972494,0.970798982972494,0.027777777777777776,0.9444444444444444,0.027777777777777776,0.0,0.09976912928759894,1.0,14.56198474458741,18.445180676477385,0.75,100.0,0.0,0.99,0.01,0.4,0.0,1
0x9139200b32419ba0541345756c020cade4c2793c,True,0.9008311239536476,0.9008311239536476,0.022727272727272728,0.9545454545454546,0.022727272727272728,0.0,0.035476118954641034,0.10653349354160409,22.52077809884119,15.31412910721201,1.3888888888888888,100.0,0.0,0.99,0.01,0.4,1.41e-16,1
0x8a9b6f52c27950ef7de8b0374a110b4d3f231583,True,1.2574366629693428,1.2574366629693428,0.004291845493562232,0.9914163090128756,0.004291845493562232,0.07531141766786036,0.014819813135399838,0.10635378838997976,187.35806278243206,103.1098063634861,1.8060606060606061,100.0,0.0,0.99,0.01,0.4,0.0,1
0xc8b494ffb52cbcb28ca28e0a7f1e322bad202f28,True,0.9149676175895263,0.9149676175895263,0.005681818181818182,0.9886363636363636,0.005681818181818182,0.0,0.05029622644866298,0.3427686942907467,97.9015350820793,61.302830378498264,1.5735294117647058,100.0,0.0,0.99,0.01,0.0,1.41e-16,1
0x1fe4d6abfdc79065c3d1c0ba7e987d6ddb7e39aa,True,0.6461013849302835,0.6461013849302835,0.004651162790697674,0.9906976744186047,0.004651162790697674,0.0,0.04243893309506273,1.0,62.671834338237495,74.94776065191289,0.8290598290598291,100.0,0.0,0.99,0.01,0.5,5.94e-17,1
0x2295799749622a6726a36463a1c58b235f9b50e1,True,0.5008508999664608,0.5008508999664608,0.001718213058419244,0.9965635738831615,0.001718213058419244,0.0,0.22861906776497523,0.11087607528888668,179.30462218799298,111.18889979255431,1.6053811659192825,100.0,0.0,0.99,0.01,0.0,0.0,1
